BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
61254,PERSONAL BANKING BRANCH  TIRUCHIRAPALLI ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,93415194.09,
61254,PERSONAL BANKING BRANCH  TIRUCHIRAPALLI ,CHENNAI,2,22,TRICHY,1,98751,SUNDRY DEPOSITS-OTHERS,10000,
61258,MADUKKARAI                              ,CHENNAI,3,31,COIMBATORE,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,433436.84,
61258,MADUKKARAI                              ,CHENNAI,3,31,COIMBATORE,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,200500,
61273,ALWARTHIRUNAGAR                         ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,670998,
61273,ALWARTHIRUNAGAR                         ,CHENNAI,1,11,CHENNAI NORTH,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1.7,
61273,ALWARTHIRUNAGAR                         ,CHENNAI,1,11,CHENNAI NORTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,85900,
61273,ALWARTHIRUNAGAR                         ,CHENNAI,1,11,CHENNAI NORTH,3,3199844,ATM EXCESS CASH ACCOUNT,2200,
61275,RASMEC HOSUR                            ,CHENNAI,3,32,SALEM,9,98731,SUSPENSE - OTHERS,-66000,
61275,RASMEC HOSUR                            ,CHENNAI,3,32,SALEM,9,98751,SUNDRY DEPOSITS-OTHERS,72313,
61275,RASMEC HOSUR                            ,CHENNAI,3,32,SALEM,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,15867539,
61275,RASMEC HOSUR                            ,CHENNAI,3,32,SALEM,9,4898587,Diff in parking ac with INB facility,14101604,
61290,VADALUR                                 ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-225000,
61290,VADALUR                                 ,CHENNAI,3,32,SALEM,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-500,
61290,VADALUR                                 ,CHENNAI,3,32,SALEM,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,186600,
61291,ANUPANNADI                              ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1600,
61291,ANUPANNADI                              ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,177622,
61291,ANUPANNADI                              ,CHENNAI,2,21,MADURAI,1,98731,SUSPENSE - OTHERS,-4285,
61291,ANUPANNADI                              ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,170000,
61304,SME HOSUR                               ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-898392,
61304,SME HOSUR                               ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,23560,
61304,SME HOSUR                               ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2764235.35,
61626,KARAMBAKUDI                             ,CHENNAI,2,22,TRICHY,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,248118,
61626,KARAMBAKUDI                             ,CHENNAI,2,22,TRICHY,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,178800,
61626,KARAMBAKUDI                             ,CHENNAI,2,22,TRICHY,2,98655,SUSP - SC CONTRA AC,156716,
61626,KARAMBAKUDI                             ,CHENNAI,2,22,TRICHY,2,98656,SUSP - SC CONTRA AC,-156716,
61627,THIRUNAGESWARAM                         ,CHENNAI,2,22,TRICHY,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,529368,
61627,THIRUNAGESWARAM                         ,CHENNAI,2,22,TRICHY,2,98746,SD - EXCESS CASH,400,
61627,THIRUNAGESWARAM                         ,CHENNAI,2,22,TRICHY,2,3199844,ATM EXCESS CASH ACCOUNT,11500,
61627,THIRUNAGESWARAM                         ,CHENNAI,2,22,TRICHY,2,98728,SUSPENSE - ADHOC PAYMENTS,-2000,
61627,THIRUNAGESWARAM                         ,CHENNAI,2,22,TRICHY,2,4597997,INB MISCELLANEOUS CREDIT IMPS,430.03,
61628,ARUPPUKOTTAI TOWN                       ,CHENNAI,2,21,MADURAI,2,98731,SUSPENSE - OTHERS,-29828.7,
61628,ARUPPUKOTTAI TOWN                       ,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,209079,
61628,ARUPPUKOTTAI TOWN                       ,CHENNAI,2,21,MADURAI,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,110200,
61661,SOMARASAMPETTAI                         ,CHENNAI,2,22,TRICHY,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,129200,
61661,SOMARASAMPETTAI                         ,CHENNAI,2,22,TRICHY,1,3199844,ATM EXCESS CASH ACCOUNT,84400,
61661,SOMARASAMPETTAI                         ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,409855,
61661,SOMARASAMPETTAI                         ,CHENNAI,2,22,TRICHY,1,4597998,INB MISCELLANEOUS DEBIT IMPS,-29000,
61662,CRPF AVADI                              ,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-2800,
61662,CRPF AVADI                              ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2550589,
61662,CRPF AVADI                              ,CHENNAI,1,11,CHENNAI NORTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,14400,
61662,CRPF AVADI                              ,CHENNAI,1,11,CHENNAI NORTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1000,
61685,MAMANGAM                                ,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,100,
61685,MAMANGAM                                ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-35141,
61685,MAMANGAM                                ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,72552.5,
61686,SAMAYAPURAM                             ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1038995,
61686,SAMAYAPURAM                             ,CHENNAI,2,22,TRICHY,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,102300,
61703,THANDRAMPATTU                           ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-3090,
61703,THANDRAMPATTU                           ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3723442.13,
61703,THANDRAMPATTU                           ,CHENNAI,1,12,CHENNAI SOUTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,88100,
61704,COLLEGE ROAD KARAIKUDI                  ,CHENNAI,2,22,TRICHY,3,98731,SUSPENSE - OTHERS,-69090,
61704,COLLEGE ROAD KARAIKUDI                  ,CHENNAI,2,22,TRICHY,3,98728,SUSPENSE - ADHOC PAYMENTS,-2500,
61704,COLLEGE ROAD KARAIKUDI                  ,CHENNAI,2,22,TRICHY,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,480329,
61704,COLLEGE ROAD KARAIKUDI                  ,CHENNAI,2,22,TRICHY,3,98751,SUNDRY DEPOSITS-OTHERS,3206000,
61704,COLLEGE ROAD KARAIKUDI                  ,CHENNAI,2,22,TRICHY,3,3199844,ATM EXCESS CASH ACCOUNT,3000,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,98655,SUSP - SC CONTRA AC,-25000,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,98731,SUSPENSE - OTHERS,-16757,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,98656,SUSP - SC CONTRA AC,25000,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-511.8,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,98585,IOI TO BE ISSUED AC,5000,
61705,KORADACHERI                             ,CHENNAI,2,22,TRICHY,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,251642,
61725,NOYYAL                                  ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-822.95,
61725,NOYYAL                                  ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,41188.05,
61726,IDAYAKOTTAI                             ,CHENNAI,2,22,TRICHY,4,98728,SUSPENSE - ADHOC PAYMENTS,-2000,
61726,IDAYAKOTTAI                             ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,582563.8,
61726,IDAYAKOTTAI                             ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,61300,
61766,MUDICHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1663795,
61766,MUDICHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,3,98731,SUSPENSE - OTHERS,-150000,
61766,MUDICHUR                                ,CHENNAI,1,12,CHENNAI SOUTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,78500,
61767,TIRUVANCHERRY                           ,CHENNAI,1,12,CHENNAI SOUTH,3,98728,SUSPENSE - ADHOC PAYMENTS,-3500,
61767,TIRUVANCHERRY                           ,CHENNAI,1,12,CHENNAI SOUTH,3,98731,SUSPENSE - OTHERS,-32311.44,
61767,TIRUVANCHERRY                           ,CHENNAI,1,12,CHENNAI SOUTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,290338,
61767,TIRUVANCHERRY                           ,CHENNAI,1,12,CHENNAI SOUTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,80100,
61787,SELVAPURAM                              ,CHENNAI,3,31,COIMBATORE,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,66600,
61787,SELVAPURAM                              ,CHENNAI,3,31,COIMBATORE,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,93818,
61789,KALLIDAIKURICHI                         ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,128276,
61789,KALLIDAIKURICHI                         ,CHENNAI,2,21,MADURAI,3,4597997,INB MISCELLANEOUS CREDIT IMPS,7000,
61789,KALLIDAIKURICHI                         ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,500,
61789,KALLIDAIKURICHI                         ,CHENNAI,2,21,MADURAI,3,98746,SD - EXCESS CASH,6000,
61791,KARIMANGALAM                            ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,809570.94,
61791,KARIMANGALAM                            ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-12400,
61791,KARIMANGALAM                            ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,300000,
61791,KARIMANGALAM                            ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,109300,
61792,PERAIYUR                                ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,786053.2,
61792,PERAIYUR                                ,CHENNAI,2,21,MADURAI,4,3199844,ATM EXCESS CASH ACCOUNT,1500,
61793,HOSUR SIPCOT                            ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,59082,
61793,HOSUR SIPCOT                            ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-7500,
61793,HOSUR SIPCOT                            ,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,39800,
61793,HOSUR SIPCOT                            ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,1500,
61797,CHERAN MA NAGAR                         ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-276,
61797,CHERAN MA NAGAR                         ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5742502,
61797,CHERAN MA NAGAR                         ,CHENNAI,3,31,COIMBATORE,2,3199844,ATM EXCESS CASH ACCOUNT,1500,
61797,CHERAN MA NAGAR                         ,CHENNAI,3,31,COIMBATORE,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,22200,
61798,SME GANAPATHY                           ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1182420,
61798,SME GANAPATHY                           ,CHENNAI,3,31,COIMBATORE,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,61300,
61799,MANGALAPURAM                            ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-3015,
61799,MANGALAPURAM                            ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,26777,
61800,PUTHAN SANTHAI                          ,CHENNAI,3,31,COIMBATORE,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,143500,
61800,PUTHAN SANTHAI                          ,CHENNAI,3,31,COIMBATORE,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-31700,
61800,PUTHAN SANTHAI                          ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,317051,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6500,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,3199844,ATM EXCESS CASH ACCOUNT,15600,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,98731,SUSPENSE - OTHERS,-770.67,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,6579490,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,98746,SD - EXCESS CASH,5000,
61805,SRIPURAM                                ,CHENNAI,1,11,CHENNAI NORTH,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,46200,
62240,OOMACHIKULAM                            ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,542546,
62240,OOMACHIKULAM                            ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-10000,
62240,OOMACHIKULAM                            ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,46400,
62244,MELMALAYANUR                            ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-96.99,
62244,MELMALAYANUR                            ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2870156.85,
62244,MELMALAYANUR                            ,CHENNAI,3,32,SALEM,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,34300,
62245,SHEVAPET                                ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,50062,
62245,SHEVAPET                                ,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,36800,
62282,THIRUMAZHISAI                           ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,434810.41,
62282,THIRUMAZHISAI                           ,CHENNAI,1,11,CHENNAI NORTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,7100,
62283,MANGALAM                                ,CHENNAI,3,31,COIMBATORE,4,98731,SUSPENSE - OTHERS,-26364,
62283,MANGALAM                                ,CHENNAI,3,31,COIMBATORE,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,89482,
62283,MANGALAM                                ,CHENNAI,3,31,COIMBATORE,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,19900,
62290,HOSUR BAZAAR                            ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1867416,
62290,HOSUR BAZAAR                            ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,27800,
62290,HOSUR BAZAAR                            ,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,28600,
62422,RBO 4 DINDIGUL                          ,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-10481428.47,
62422,RBO 4 DINDIGUL                          ,CHENNAI,2,22,TRICHY,4,98751,SUNDRY DEPOSITS-OTHERS,16992,
62423,RBO 5 NAGERCOIL                         ,CHENNAI,2,21,MADURAI,5,98731,SUSPENSE - OTHERS,-4441055.18,
62423,RBO 5 NAGERCOIL                         ,CHENNAI,2,21,MADURAI,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-155610,
62423,RBO 5 NAGERCOIL                         ,CHENNAI,2,21,MADURAI,5,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),273690.78,
62440,RACC KRISHNAGIRI                        ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-3009,
62440,RACC KRISHNAGIRI                        ,CHENNAI,3,32,SALEM,4,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-25000,
62441,RACC ARAKONAM                           ,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-264000,
62441,RACC ARAKONAM                           ,CHENNAI,1,11,CHENNAI NORTH,5,98751,SUNDRY DEPOSITS-OTHERS,904362,
62441,RACC ARAKONAM                           ,CHENNAI,1,11,CHENNAI NORTH,5,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),110900,
62442,RACC VILLUPURAM                         ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-70115,
62443,RACC CHIDAMBARAM                        ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-164286.9,
62446,RACC ARIYALUR                           ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-400000,
62449,RACC ATTUR                              ,CHENNAI,3,32,SALEM,1,98728,SUSPENSE - ADHOC PAYMENTS,-54000,
62449,RACC ATTUR                              ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-810,
62454,RACC NAGERCOIL                          ,CHENNAI,2,21,MADURAI,5,98731,SUSPENSE - OTHERS,-13000,
62454,RACC NAGERCOIL                          ,CHENNAI,2,21,MADURAI,5,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),100000,
62460,RACC CHINGLEPUT                         ,CHENNAI,1,12,CHENNAI SOUTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,345469.11,
62462,RACC DHARMAPURI                         ,CHENNAI,3,32,SALEM,4,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,60000,
62463,RACC DINDIGUL                           ,CHENNAI,2,22,TRICHY,4,98728,SUSPENSE - ADHOC PAYMENTS,-146000,
62464,RACC GOBICHETTIPALAYAM                  ,CHENNAI,3,31,COIMBATORE,3,98731,SUSPENSE - OTHERS,-137680,
62466,RACC KARAIKUDI                          ,CHENNAI,2,22,TRICHY,3,98728,SUSPENSE - ADHOC PAYMENTS,-33000,
62469,RACC KUMBAKONAM                         ,CHENNAI,2,22,TRICHY,2,98731,SUSPENSE - OTHERS,-1377,
62470,RACC KUZHITHURAI                        ,CHENNAI,2,21,MADURAI,5,98728,SUSPENSE - ADHOC PAYMENTS,-1692111,
62470,RACC KUZHITHURAI                        ,CHENNAI,2,21,MADURAI,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-3000,
62471,RACC NAGAPATTINAM                       ,CHENNAI,2,22,TRICHY,5,98731,SUSPENSE - OTHERS,-258513,
62473,RACC UDHAGAMANDALAM                     ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-314262.32,
62473,RACC UDHAGAMANDALAM                     ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,293599.03,
62475,RACC POLLACHI                           ,CHENNAI,3,31,COIMBATORE,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-242464.2,
62477,RACC  TENKASI                           ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,48000,
62478,RACC TIRUMANGALAM                       ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-66250,
62479,RACC TIRUNELVELI                        ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-60000,
62480,RACC THIRUPATTUR                        ,CHENNAI,1,11,CHENNAI NORTH,4,98751,SUNDRY DEPOSITS-OTHERS,222200,
62480,RACC THIRUPATTUR                        ,CHENNAI,1,11,CHENNAI NORTH,4,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,126334,
62480,RACC THIRUPATTUR                        ,CHENNAI,1,11,CHENNAI NORTH,4,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,82500,
62480,RACC THIRUPATTUR                        ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,8399,
62480,RACC THIRUPATTUR                        ,CHENNAI,1,11,CHENNAI NORTH,4,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-14850,
62481,RACC TIRUVALLUR                         ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,418609.85,
62482,RACC TIRUVANNAMALAI                     ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2926,
62483,RACC TUTICORIN                          ,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,93914,
62486,RACC NEYVELI                            ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-593900,
62486,RACC NEYVELI                            ,CHENNAI,3,32,SALEM,3,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,10800,
62487,RACC RBO TRICHY                         ,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-129806.25,
62489,RACC THENI                              ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-45883,
62489,RACC THENI                              ,CHENNAI,2,21,MADURAI,4,98728,SUSPENSE - ADHOC PAYMENTS,-72000,
62490,RACC METTUPALAYAM                       ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,258347.25,
62491,RACC VOC NAGAR                          ,CHENNAI,2,22,TRICHY,2,98731,SUSPENSE - OTHERS,-53830,
62492,RACC TIRUVARUR                          ,CHENNAI,2,22,TRICHY,5,98731,SUSPENSE - OTHERS,-133513,
62492,RACC TIRUVARUR                          ,CHENNAI,2,22,TRICHY,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-6000,
62493,RACC URC NAGAR ERODE                    ,CHENNAI,3,31,COIMBATORE,3,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-9953,
63088,CAC CHINGELPET                          ,CHENNAI,1,12,CHENNAI SOUTH,4,98731,SUSPENSE - OTHERS,-200000,
63089,CAC TIRUVANNAMALAI                      ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-200000,
63089,CAC TIRUVANNAMALAI                      ,CHENNAI,1,12,CHENNAI SOUTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-2085490.4,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-96000,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,98656,SUSP - SC CONTRA AC,1056560,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,98655,SUSP - SC CONTRA AC,-1056560,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,205456.8,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-18824.78,
63210,OMALUR TOWN                             ,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,160100,
63214,CHEKKANURANI                            ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-115950,
63214,CHEKKANURANI                            ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3559459.82,
63214,CHEKKANURANI                            ,CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,153800,
63718,SME TIRUVALLUR                          ,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-131902,
63718,SME TIRUVALLUR                          ,CHENNAI,1,11,CHENNAI NORTH,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-3220,
63719,SME PONNERI                             ,CHENNAI,1,11,CHENNAI NORTH,3,98731,SUSPENSE - OTHERS,-71400,
63719,SME PONNERI                             ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,78268,
63722,SME BRANCH PERUNGUDI                    ,CHENNAI,1,12,CHENNAI SOUTH,2,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,2985,
63723,SME BRANCH TIRUPAPPULIYUR               ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-30.48,
63816,SME KARAIKUDI                           ,CHENNAI,2,22,TRICHY,3,98751,SUNDRY DEPOSITS-OTHERS,3510000,
63817,SME PALANI                              ,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-80000,
63832,VIKRAVANDI                              ,CHENNAI,3,32,SALEM,2,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,8000,
63832,VIKRAVANDI                              ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,934678.88,
63832,VIKRAVANDI                              ,CHENNAI,3,32,SALEM,2,98728,SUSPENSE - ADHOC PAYMENTS,-1219,
63832,VIKRAVANDI                              ,CHENNAI,3,32,SALEM,2,3199844,ATM EXCESS CASH ACCOUNT,4000,
63832,VIKRAVANDI                              ,CHENNAI,3,32,SALEM,2,98751,SUNDRY DEPOSITS-OTHERS,7637.5,
63837,TITTAGUDI                               ,CHENNAI,3,32,SALEM,3,4898587,Diff in parking ac with INB facility,30000,
63837,TITTAGUDI                               ,CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,162431.09,
63837,TITTAGUDI                               ,CHENNAI,3,32,SALEM,3,3199844,ATM EXCESS CASH ACCOUNT,500,
63837,TITTAGUDI                               ,CHENNAI,3,32,SALEM,3,98751,SUNDRY DEPOSITS-OTHERS,256297,
64006,MAMBAKKAM                               ,CHENNAI,1,12,CHENNAI SOUTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,18100,
64006,MAMBAKKAM                               ,CHENNAI,1,12,CHENNAI SOUTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,12142184,
64006,MAMBAKKAM                               ,CHENNAI,1,12,CHENNAI SOUTH,3,98728,SUSPENSE - ADHOC PAYMENTS,-213000,
64020,CENTRALISED RETAIL ASSETS MANAGEMENT    ,CHENNAI,1,11,CHENNAI NORTH,9,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,8475,
64020,CENTRALISED RETAIL ASSETS MANAGEMENT    ,CHENNAI,1,11,CHENNAI NORTH,9,4899586,ADVANCE FOR LTC/HTC,-245000,
64033,KADAMBATHUR                             ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,264144,
